authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Figuerola_Erijman_Wall,SRR12169136,SAMN15446019,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169137,SAMN15446018,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169138,SAMN15446017,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169139,SAMN15446016,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169140,SAMN15445971,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169141,SAMN15446015,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169142,SAMN15446014,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169143,SAMN15446013,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169144,SAMN15446012,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169145,SAMN15446011,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169146,SAMN15446010,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169147,SAMN15446009,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169148,SAMN15446008,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169149,SAMN15446007,PRJNA644644,yes,2013,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169150,SAMN15446006,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169151,SAMN15445970,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169152,SAMN15446005,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169153,SAMN15446004,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169154,SAMN15446003,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169155,SAMN15446002,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169156,SAMN15446001,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169157,SAMN15446000,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169158,SAMN15445999,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169159,SAMN15445998,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169160,SAMN15445997,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169161,SAMN15445996,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169162,SAMN15445969,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169163,SAMN15445995,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169164,SAMN15445994,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169165,SAMN15445993,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169166,SAMN15445992,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169167,SAMN15445991,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169168,SAMN15445990,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169169,SAMN15445989,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169170,SAMN15445988,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169171,SAMN15445987,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169172,SAMN15445986,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169173,SAMN15445968,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169174,SAMN15445985,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169175,SAMN15445984,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169176,SAMN15445983,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169177,SAMN15445982,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169178,SAMN15445981,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169179,SAMN15445980,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169180,SAMN15445979,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169181,SAMN15446094,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,natural_environment_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169182,SAMN15446093,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,natural_environment_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169183,SAMN15446092,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,natural_environment_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169184,SAMN15446091,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,natural_environment_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169185,SAMN15446090,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169186,SAMN15446089,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169187,SAMN15446088,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169188,SAMN15446087,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169189,SAMN15446086,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169190,SAMN15445978,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169191,SAMN15446085,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169192,SAMN15446084,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169193,SAMN15446083,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169194,SAMN15446082,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169195,SAMN15446081,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169196,SAMN15446080,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169197,SAMN15446079,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169198,SAMN15446078,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169199,SAMN15446077,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169200,SAMN15446076,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_conventional_tillage_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169201,SAMN15445977,PRJNA644644,yes,2015,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169202,SAMN15446075,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169203,SAMN15446074,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169204,SAMN15446073,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169205,SAMN15446072,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169206,SAMN15446071,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,no_till_5-10_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
Figuerola_Erijman_Wall,SRR12169207,SAMN15446070,PRJNA644644,yes,2014,Argentina,"-38.12,-62.04",-38.12,-62.04,Mineral,Soil,new_no_till_0-5_cm,Not included,Not included,Not included,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab025
